"brand","model","year","mileage","engine_size","drivetrain","avg_mpg","damaged","first_owner","extras","price"
"Alfa","Romeo Stelvio Ti Sport",2019,55305,2,"Four-wheel Drive",3,0,0,7,29995
"Jaguar","F-PACE 35t R-Sport",2017,73899,3,"Four-wheel Drive",3.5,1,0,9,27994
"Mitsubishi","Outlander SEL",2022,40342,2.5,"Front-wheel Drive",3.5,0,1,10,30264
"Jaguar","F-PACE 30t Prestige",2018,59765,2,"Four-wheel Drive",4.5,1,0,12,27977
"FIAT","500 Pop",2018,37005,1.4,"Front-wheel Drive",2,0,1,5,17995
"Land","Rover Range Rover 3.0L V6 Supercharged HSE",2019,54026,3,"Four-wheel Drive",3,0,1,12,59999
"Ford","F-150 Lariat",2021,19298,2.7,"Rear-wheel Drive",3,0,1,11,48000
"Chevrolet","Tahoe LT",2013,78472,5.3,"Four-wheel Drive",3,1,0,5,22880
"Mitsubishi","Outlander SEL",2022,9468,2.5,"Four-wheel Drive",1.5,0,1,10,33997
"Maserati","Levante GTS",2019,34837,3.8,"Four-wheel Drive",3,0,1,8,57996
"Honda","Passport Elite",2021,19174,3.5,"Four-wheel Drive",2.5,0,1,13,37500
"Alfa","Romeo Giulia Ti",2020,22028,2,"Four-wheel Drive",3,0,0,9,36995
"Nissan","Murano SL",2010,116405,3.5,"Four-wheel Drive",3,0,0,9,8975
"Land","Rover Discovery Sport S",2022,15254,2,"Four-wheel Drive",2,0,1,9,46777
"Kia","Sedona EX",2020,57820,3.3,"Front-wheel Drive",3.5,0,1,11,27500
"Volvo","XC70 3.2",2014,114142,3.2,"Four-wheel Drive",3.5,0,0,6,16787
"Mercedes-Benz","M-Class ML 350 4MATIC",2015,51003,3.5,"Four-wheel Drive",3.5,1,1,6,23990
"Alfa","Romeo Giulia Base",2021,17414,2,"Four-wheel Drive",4,0,1,11,35525
"Jeep","Grand Cherokee L Limited",2023,6187,3.6,"Four-wheel Drive",3.5,0,1,10,51998
"Nissan","Pathfinder SL",2020,44648,3.5,"Four-wheel Drive",5.5,0,0,10,28585
"Ford","F-150 XL",2019,35673,2.7,"Four-wheel Drive",2.5,0,0,2,42998
"BMW","X7 xDrive50i",2020,56184,4.4,"Four-wheel Drive",3,0,1,9,59995
"Hyundai","Venue SE",2021,60578,1.6,"Front-wheel Drive",4.5,0,1,5,18998
"FIAT","500L Lounge",2014,45940,1.4,"Front-wheel Drive",4.5,0,0,5,9596
"Porsche","Cayenne Turbo",2019,21745,4,"Four-wheel Drive",3.5,0,0,10,86998
"Jeep","Grand Cherokee Overland",2022,4463,3.6,"Four-wheel Drive",3.5,0,1,15,54974
"Lexus","RX 450h",2018,39448,3.5,"Four-wheel Drive",2.5,0,0,8,41204
"Honda","Civic Si",2003,108704,2,"Front-wheel Drive",2,0,0,0,11900
"Kia","Stinger GT1",2022,23710,3.3,"Rear-wheel Drive",3.5,0,1,10,43291
"Hyundai","Santa Fe XRT",2022,16884,2.5,"Four-wheel Drive",2.5,0,0,7,29440
"Volkswagen","Jetta GLI 2.0T Autobahn",2019,53085,2,"Front-wheel Drive",3,0,0,8,24490
"Porsche","Panamera E-Hybrid 4",2019,26578,2.9,"Four-wheel Drive",4,0,1,11,77299
"Audi","A4 allroad 2.0T Premium",2018,23680,2,"Four-wheel Drive",4,1,0,7,32888
"Jaguar","XE 25t Premium",2018,32617,2,"Four-wheel Drive",4.5,1,0,9,23000
"Honda","Odyssey EX-L",2017,98633,3.5,"Front-wheel Drive",4,0,1,8,24995
"Nissan","Pathfinder Platinum",2022,12858,3.5,"Front-wheel Drive",2.5,0,0,12,42994
"Volkswagen","Golf Alltrack TSI SE",2017,85561,1.8,"Four-wheel Drive",3,0,0,9,16998
"Kia","Stinger GT-Line",2022,26943,2.5,"Four-wheel Drive",2.5,0,0,9,36323
"MINI","Hardtop Cooper S",2017,63361,2,"Front-wheel Drive",4.5,0,0,6,15900
"MINI","Hardtop Cooper S",2015,41291,2,"Front-wheel Drive",5,1,0,5,18490
"Porsche","Macan Base",2022,11340,2,"Four-wheel Drive",5,0,1,9,60990
"Volvo","XC90 T6 Momentum 7 Passenger",2020,26244,2,"Four-wheel Drive",4,0,1,12,39995
"Honda","Civic EX-L",2022,13367,1.5,"Front-wheel Drive",4,0,1,12,32824
"Porsche","Macan GTS",2017,44302,3,"Four-wheel Drive",4,1,0,5,43995
"MINI","Hardtop John Cooper Works",2017,25200,2,"Front-wheel Drive",5,0,0,6,26900
"Mercedes-Benz","C-Class Sport 4MATIC",2012,79560,3,"Four-wheel Drive",4.5,1,0,9,12991
"FIAT","124 Spider Abarth",2019,49385,1.4,"Rear-wheel Drive",4.5,1,1,7,27736
"Lexus","RX 350 350",2016,115367,3.5,"Four-wheel Drive",3.5,0,0,6,27954
"Kia","Optima SX",2012,138520,2,"Front-wheel Drive",3.5,1,0,4,8995
"Jaguar","XF 35t Portfolio Limited Edition",2018,24156,3,"Four-wheel Drive",3.5,0,0,9,36999
"Jaguar","XK8 XK8",2006,64811,4.2,"Rear-wheel Drive",3.5,1,0,4,17988
"Mercedes-Benz","AMG SL 63 Base",2022,1664,4,"Four-wheel Drive",3.5,0,1,7,169999
"Nissan","Titan S",2012,42364,5.6,"Four-wheel Drive",3,0,1,1,26998
"Nissan","NV Passenger NV3500 HD SL V8",2015,111704,5.6,"Rear-wheel Drive",6,1,1,8,34999
"Cadillac","XTS Luxury",2019,75350,3.6,"Front-wheel Drive",4,0,0,9,19900
"Alfa","Romeo Stelvio Veloce",2022,13658,2,"Four-wheel Drive",3,0,1,11,46491
"Kia","Telluride SX-Prestige",2023,4974,3.8,"Four-wheel Drive",2.5,0,0,11,49900
"Nissan","Pathfinder Platinum",2019,56725,3.5,"Four-wheel Drive",2.5,0,0,11,31760
"Toyota","Tacoma Base",2009,53013,2.7,"Four-wheel Drive",2.5,0,0,1,15995
"Mitsubishi","Lancer ES",2012,94000,2,"Front-wheel Drive",3,0,0,3,9450
"Porsche","911 Carrera",2008,18623,3.6,"Rear-wheel Drive",3,0,0,3,61997
"Hyundai","Palisade SEL",2022,33013,3.8,"Front-wheel Drive",2.5,0,1,9,39680
"Lexus","RX 450h F Sport Performance",2020,39727,3.5,"Four-wheel Drive",1.5,0,1,10,48926
"Mazda","MX-5 Miata RF Grand Touring",2019,15849,2,"Rear-wheel Drive",3,0,0,8,29855
"Volvo","XC60 T6 Inscription",2021,20511,2,"Four-wheel Drive",3.5,0,1,11,42195
"Ford","Explorer Sport Trac Limited",2007,113046,4,"Four-wheel Drive",2.5,1,1,1,10995
"Audi","Q7 3.0T Prestige",2018,72061,3,"Four-wheel Drive",3,0,0,10,34500
"Mercedes-Benz","AMG G 63 Base",2021,2123,4,"Four-wheel Drive",4.5,0,1,10,195880
"Maserati","Quattroporte S Q4 GranLusso",2017,57051,3,"Four-wheel Drive",3.5,0,0,8,31995
"Chevrolet","Camaro 2LS",2015,80632,3.6,"Rear-wheel Drive",5.5,1,0,2,14900
"Hyundai","Palisade SEL",2021,22123,3.8,"Four-wheel Drive",3.5,0,1,11,40997
"Jaguar","F-PACE 25t Premium",2020,13343,2,"Four-wheel Drive",3.5,0,0,10,37100
"Honda","HR-V EX",2022,27658,1.8,"Front-wheel Drive",3,1,1,8,24499
"Hyundai","Palisade Limited",2020,23490,3.8,"Four-wheel Drive",3.5,0,1,13,42988
"Nissan","Armada Platinum",2023,1500,5.6,"Four-wheel Drive",3,0,0,9,64707
"Hyundai","Palisade SEL",2021,23631,3.8,"Front-wheel Drive",1.5,0,1,12,38998
"Mazda","CX-5 Touring",2020,29795,2.5,"Front-wheel Drive",4.5,0,0,7,26888
"Mercedes-Benz","SLK-Class SLK230 Kompressor",2002,67215,2.3,"Rear-wheel Drive",2,0,0,2,7495
"MINI","Countryman Cooper",2014,82092,1.6,"Front-wheel Drive",4,0,0,3,11564
"MINI","Hardtop Cooper S",2021,18511,2,"Front-wheel Drive",5,0,1,9,26968
"Nissan","Pathfinder Platinum",2022,18311,3.5,"Four-wheel Drive",2,0,1,11,44481
"Volkswagen","ID.4 Pro S",2023,526,2,"Four-wheel Drive",4,0,1,10,47854
"Ford","Explorer XLT",2015,113633,3.5,"Four-wheel Drive",3,0,0,3,15997
"Nissan","Armada SL",2022,17399,5.6,"Rear-wheel Drive",3.5,0,1,10,45988
"Mazda","CX-9 Signature",2022,25295,2.5,"Four-wheel Drive",2.5,0,1,9,43431
"FIAT","124 Spider Lusso",2017,23153,1.4,"Rear-wheel Drive",4.5,0,0,6,22998
"Honda","Civic Si Base",2020,12406,1.5,"Front-wheel Drive",5,1,1,10,25750
"Cadillac","CTS-V Base",2013,54150,6.2,"Rear-wheel Drive",3,0,0,8,38975
"Maserati","Levante GranSport",2021,23898,3,"Four-wheel Drive",3.5,0,0,12,60999
"Audi","Q8 55 Premium Plus",2022,4550,3,"Four-wheel Drive",2.5,0,1,9,68987
"Land","Rover Discovery Sport S",2020,36775,2,"Four-wheel Drive",2.5,0,0,7,26675
"MINI","Countryman John Cooper Works",2016,47308,1.6,"Four-wheel Drive",3.5,0,0,4,21377
"MINI","Clubman Cooper S",2022,2980,2,"Front-wheel Drive",5,0,1,12,33200
"Lexus","LS 460 Base",2010,106020,4.6,"Four-wheel Drive",1.5,0,1,4,17174
"BMW","435 i xDrive",2016,63579,3,"Four-wheel Drive",4.5,1,0,7,28699
"Volvo","XC40 T5 Momentum",2020,31312,2,"Four-wheel Drive",4,0,1,6,31997
"Porsche","911 Carrera S",2006,58145,3.8,"Rear-wheel Drive",3.5,0,0,4,46999
"Nissan","Murano SL",2015,37844,3.5,"Four-wheel Drive",3.5,0,1,10,20299
"Toyota","Sienna XLE",2018,87472,3.5,"Front-wheel Drive",4,1,0,10,26950
"Chevrolet","Silverado 1500 Custom Trail Boss",2019,52044,5.3,"Four-wheel Drive",2,1,1,5,38078
"Volvo","XC40 B5 Plus Dark Theme",2023,8757,2,"Four-wheel Drive",4.5,0,1,4,44981
"FIAT","500 Sport",2013,89937,1.4,"Front-wheel Drive",4.5,0,0,2,11998
"Chevrolet","Sonic LT",2015,74635,1.8,"Front-wheel Drive",5,1,0,4,8993
"Porsche","718 Cayman Base",2020,12662,2,"Rear-wheel Drive",3,0,1,5,66998
"Cadillac","CTS 2.0L Turbo Luxury",2016,32997,2,"Four-wheel Drive",3.5,0,0,7,24698
"Hyundai","Kona SEL Plus",2021,16481,2,"Front-wheel Drive",3.5,0,1,9,21975
"Jaguar","XK Base",2013,67214,5,"Rear-wheel Drive",5.5,0,0,8,28302
"Mercedes-Benz","AMG CLA 35 Base 4MATIC",2021,38573,2,"Four-wheel Drive",3.5,1,1,11,45017
"Kia","Sportage Hybrid LX",2023,5387,1.6,"Four-wheel Drive",3.5,0,1,4,31577
"Nissan","NV Cargo NV2500 HD S/SV V6/V8",2019,47056,4,"Rear-wheel Drive",3.5,1,1,4,31994
"Volvo","XC60 T5 Momentum",2020,83556,2,"Four-wheel Drive",4,0,1,11,28950
"Chevrolet","Cruze 1LT",2013,126234,1.4,"Front-wheel Drive",6,1,0,1,7499
"Maserati","MC20 Base",2022,826,3,"Rear-wheel Drive",3.5,0,1,9,262845
"Cadillac","ATS 2.0L Turbo",2013,125611,2,"Four-wheel Drive",2,0,0,6,10495
"BMW","325 Ci",2006,144377,2.5,"Rear-wheel Drive",4,1,0,4,7990
"Land","Rover Range Rover Evoque SE",2019,56485,2,"Four-wheel Drive",3,0,0,9,27877
"Toyota","RAV4 LE",2021,94833,2.5,"Front-wheel Drive",4,0,1,7,23795
"Nissan","Rogue Platinum",2021,16811,2.5,"Front-wheel Drive",3,0,1,11,33877
"Cadillac","XTS Luxury",2015,80232,3.6,"Four-wheel Drive",5,0,0,7,18616
"Maserati","Levante GranLusso",2018,50938,3,"Four-wheel Drive",3,0,1,7,38799
"Honda","Passport EX-L",2021,36291,3.5,"Four-wheel Drive",2.5,0,1,9,35000
"Volvo","XC90 B5 Core",2023,3121,2,"Four-wheel Drive",4,0,1,9,59090
"Volkswagen","Jetta 1.5T Sport",2023,2190,1.5,"Front-wheel Drive",4.5,0,1,4,24987
"Jeep","Grand Cherokee Limited",2018,79510,3.6,"Four-wheel Drive",2.5,0,0,12,22990
"Honda","Odyssey LX",2015,42394,3.5,"Front-wheel Drive",4.5,1,0,4,16994
"Volkswagen","Golf GTI SE 4-Door",2017,86533,2,"Front-wheel Drive",3.5,0,1,5,19000
"Ford","Expedition XLT",2021,47255,3.5,"Four-wheel Drive",2.5,0,1,5,46599
"Hyundai","IONIQ Hybrid SEL",2019,39269,1.6,"Front-wheel Drive",6.5,0,1,8,19900
"MINI","Hardtop Cooper S",2016,53837,2,"Front-wheel Drive",4.5,0,1,5,18985
"Land","Rover Defender 110 HSE",2020,49780,3,"Four-wheel Drive",3,0,0,16,67800
"Volkswagen","Atlas 3.6L SEL Premium R-Line",2022,20922,3.6,"Four-wheel Drive",5,0,1,11,47454
"Hyundai","Santa Fe Sport 2.4L",2017,89603,2.4,"Four-wheel Drive",3.5,0,0,4,17261
"Kia","Optima LX",2015,98403,2.4,"Front-wheel Drive",2.5,0,1,2,13000
"Mazda","Mazda3 FWD w/Premium Package",2020,28528,2.5,"Front-wheel Drive",4.5,0,1,10,25599
"Hyundai","Elantra Limited",2022,23582,2,"Front-wheel Drive",2.5,0,1,9,27999
"Lexus","RX 350 350",2016,82458,3.5,"Four-wheel Drive",1,1,0,9,27555
"MINI","Hardtop Cooper S",2016,69139,2,"Front-wheel Drive",5,0,0,5,16988
"FIAT","500 Pop",2017,71415,1.4,"Front-wheel Drive",3.5,0,0,3,14998
"Volkswagen","Passat 1.8T Limited Edition",2015,127024,1.8,"Front-wheel Drive",5.5,0,0,7,9895
"Jaguar","E-PACE S",2019,24703,2,"Four-wheel Drive",4,0,0,8,31632
"Chevrolet","Camaro 2SS",2021,9972,6.2,"Rear-wheel Drive",4,0,1,9,45998
"Audi","A4 2.0T Premium Plus",2015,38217,2,"Four-wheel Drive",4.5,1,1,6,22998
"Toyota","Land Cruiser",2006,239704,4.7,"Four-wheel Drive",2,0,0,6,19990
"Honda","Accord LX",2015,81496,2.4,"Front-wheel Drive",4.5,1,0,3,16990
"Hyundai","Santa Fe SE Ultimate",2017,109466,3.3,"Front-wheel Drive",1.5,0,0,14,19489
"Cadillac","XTS Luxury",2019,45451,3.6,"Front-wheel Drive",3,0,0,10,25598
"Volvo","XC40 T4 R-Design",2021,14823,2,"Front-wheel Drive",6,0,1,7,36996
"Mercedes-Benz","AMG GLC 43 Base 4MATIC",2020,32892,3,"Four-wheel Drive",3,0,1,9,46997
"MINI","Cooper S Clubman Base",2012,73786,1.6,"Front-wheel Drive",5,0,0,2,12995
"Volkswagen","Atlas 3.6L SE w/Technology",2022,6650,3.6,"Four-wheel Drive",3,0,0,12,37990
"Jeep","Liberty Sport",2011,154833,3.7,"Rear-wheel Drive",3,1,0,2,5990
"Lexus","GX 460 Base",2014,73524,4.6,"Four-wheel Drive",1.5,1,1,8,28922
"Lexus","UX 200 F Sport",2019,32035,2,"Front-wheel Drive",3.5,0,1,8,29588
"Cadillac","XT6 Sport AWD",2021,34207,3.6,"Four-wheel Drive",3.5,0,0,10,48250
"Jeep","Wrangler Sport",2013,92104,3.6,"Four-wheel Drive",3.5,1,0,1,18800
"Nissan","Xterra X",2012,118490,4,"Rear-wheel Drive",2.5,0,0,2,12795
"Land","Rover Range Rover Sport HSE",2020,36000,5,"Four-wheel Drive",2.5,0,1,9,56945
"Mitsubishi","Outlander Sport 2.0 SE",2019,33095,2,"Front-wheel Drive",3,0,0,5,17777
"Lexus","NX 300 Base",2020,19026,2,"Four-wheel Drive",1.5,0,1,9,35998
"Honda","Accord LX 1.5T",2022,19757,1.5,"Front-wheel Drive",4,0,1,8,26281
"Land","Rover Range Rover Sport 5.0L Supercharged",2018,30010,5,"Four-wheel Drive",2.5,1,0,10,60126
"Porsche","Panamera Sport Turismo 4S",2018,23601,2.9,"Four-wheel Drive",3,0,0,10,69995
"MINI","Cooper",2009,36514,1.6,"Front-wheel Drive",3.5,0,0,2,12998
"Jeep","Wrangler Sport",2006,149735,3.6,"Four-wheel Drive",3.5,1,0,0,12499
"Land","Rover Discovery SE",2020,52085,3,"Four-wheel Drive",4.5,1,0,7,33787
"Ford","Expedition EL XLT",2015,102595,3.5,"Four-wheel Drive",3,1,0,4,18995
"Porsche","Macan S",2021,4210,3,"Four-wheel Drive",3,0,1,10,62500
"Jaguar","F-PACE 25t Premium",2019,29875,2,"Four-wheel Drive",3,0,1,7,32991
"FIAT","500X Pop",2017,12994,2.4,"Front-wheel Drive",4,0,1,5,18995
"MINI","Countryman Cooper S ALL4",2014,85781,1.6,"Four-wheel Drive",4,0,0,3,14010
"BMW","X4 M40i",2017,93033,3,"Four-wheel Drive",3.5,0,0,9,25815
"Audi","S5 3.0T Premium Plus quattro",2014,71462,3,"Four-wheel Drive",5,1,0,8,26835
"Cadillac","XT6 Sport AWD",2020,39320,3.6,"Four-wheel Drive",4,0,1,9,38666
"Alfa","Romeo 4C Base",2017,4315,1.7,"Rear-wheel Drive",4,0,1,2,62000
"Jeep","Grand Cherokee Summit",2021,30924,5.7,"Four-wheel Drive",3.5,0,1,11,47500
"Nissan","Altima 3.5 SL",2015,65097,3.5,"Front-wheel Drive",3.5,1,1,8,15954
"BMW","M340 i xDrive",2020,45165,3,"Four-wheel Drive",4,0,1,11,43897
"Land","Rover Range Rover Velar P250 S",2019,27667,2,"Four-wheel Drive",2.5,0,1,9,43500
"Porsche","Panamera 4",2012,75473,4.8,"Rear-wheel Drive",3,1,0,10,29200
"Ford","Explorer Platinum",2016,123938,3.5,"Four-wheel Drive",3,0,1,12,21255
"Volkswagen","Golf R 2.0T w/DCC & Navigation",2018,35648,2,"Four-wheel Drive",2,0,1,6,35998
"FIAT","124 Spider Abarth",2017,40210,1.4,"Rear-wheel Drive",4.5,0,0,7,22977
"Lexus","IS 300 Base",2018,72572,2,"Rear-wheel Drive",3.5,1,0,6,22811
"Porsche","Cayenne Turbo",2019,31600,4,"Four-wheel Drive",4,0,0,12,79995
"Maserati","GranTurismo Sport",2018,26535,4.7,"Rear-wheel Drive",4,0,0,9,57450
"Jaguar","F-PACE 25t Checkered Flag Limited Edition",2020,48623,2,"Four-wheel Drive",4.5,1,1,9,35988
"Lexus","RX 350 Base",2022,11872,3.5,"Four-wheel Drive",4.5,0,1,4,46477
"Hyundai","Santa Fe SEL 2.0T",2020,23368,2,"Front-wheel Drive",10,0,1,11,32995
"Land","Rover LR2 HSE Sport Utility 4D",2014,94149,2,"Four-wheel Drive",2,0,0,9,12973
"Mercedes-Benz","AMG GT 53 Base",2021,23120,3,"Four-wheel Drive",4.5,0,1,11,83888
"Lexus","GX 460 Base",2016,63083,4.6,"Four-wheel Drive",4.5,0,0,8,37952
"Land","Rover Range Rover Evoque Pure Plus",2013,76000,2,"Four-wheel Drive",2.5,1,0,7,18900
"Honda","CR-V LX",2014,152988,2.4,"Four-wheel Drive",4,1,0,2,12977
"Honda","Accord Sport",2014,169008,2.4,"Front-wheel Drive",4,1,0,2,11988
"Jeep","Wagoneer Series II",2022,12956,5.7,"Rear-wheel Drive",3.5,0,0,11,59921
"MINI","Countryman Cooper S ALL4",2019,45899,2,"Four-wheel Drive",3,0,1,8,29995
"Mercedes-Benz","G-Class G 63 AMG",2014,86376,5.5,"Four-wheel Drive",4.5,0,0,8,75950
"Chevrolet","Silverado 1500 Custom Trail Boss",2022,7172,5.3,"Four-wheel Drive",2.5,0,1,7,53490
"Audi","S5 4.2 quattro",2009,101526,4.2,"Four-wheel Drive",4,1,0,7,15995
"Mercedes-Benz","SL 550 Base",2017,31088,4.7,"Rear-wheel Drive",2.5,0,0,8,59000
"Porsche","911 Carrera 4S",2018,8903,3,"Four-wheel Drive",2,0,0,7,123880
"Land","Rover Range Rover Evoque SE",2020,35590,2,"Four-wheel Drive",3.5,0,1,9,35998
"Kia","Stinger GT2",2018,34567,3.3,"Four-wheel Drive",2.5,0,0,12,35985
"Volkswagen","Taos 1.5T S",2022,31530,1.5,"Front-wheel Drive",3.5,0,1,7,26989
"Cadillac","XT4 Premium Luxury",2023,5980,2,"Front-wheel Drive",4.5,0,1,5,39490
"Nissan","Altima 2.0 SR",2020,4751,2,"Front-wheel Drive",5.5,0,1,7,26963
"BMW","740 i xDrive",2020,32972,3,"Four-wheel Drive",4,0,0,7,56998
"Honda","Civic EX",2021,14115,1.5,"Front-wheel Drive",4.5,0,1,10,30981
"Land","Rover Discovery HSE",2019,65801,3,"Four-wheel Drive",2,0,0,8,35998
"Audi","A8 L 55",2021,9921,3,"Four-wheel Drive",4.5,0,1,8,63992
"Audi","SQ7 4.0T Premium Plus",2022,19888,4,"Four-wheel Drive",3,0,1,6,79490
"Ford","F-150 Lariat",2021,7122,5,"Four-wheel Drive",2.5,0,1,9,56599
"Jeep","Grand Cherokee SRT",2015,69758,6.4,"Four-wheel Drive",2,1,1,10,40900
"Kia","Forte LXS",2020,24387,2,"Front-wheel Drive",5,0,1,5,18488
"Jaguar","XF Portfolio",2012,56924,5,"Rear-wheel Drive",3.5,0,0,7,14995
"Porsche","911 Targa 4S",2019,21692,3,"Four-wheel Drive",2,0,0,7,137489
"Volkswagen","Atlas 2.0T SE",2021,30794,2,"Front-wheel Drive",3.5,1,1,10,26500
"Chevrolet","Colorado Z71",2017,99304,2.8,"Four-wheel Drive",3.5,0,0,8,29988
"BMW","M550 i xDrive",2018,51933,4.4,"Four-wheel Drive",4.5,1,0,7,36987
"Maserati","Levante GTS",2021,7964,3.8,"Four-wheel Drive",5,0,0,11,94990
"Lexus","ES 350 F Sport",2019,47957,3.5,"Front-wheel Drive",2,0,0,9,33875
"Cadillac","Escalade V-Series",2023,1458,6.2,"Four-wheel Drive",2.5,0,1,0,199998
"Kia","Stinger GT",2020,32014,3.3,"Four-wheel Drive",3.5,0,1,8,34990
"Volvo","XC90 Hybrid T8 R-Design",2016,105493,2,"Four-wheel Drive",7,0,1,10,23881
"BMW","Z3 2.3 Roadster",2000,95914,2.5,"Rear-wheel Drive",3.5,0,0,2,11995
"Maserati","Quattroporte S Q4 GranSport",2017,42240,3,"Four-wheel Drive",4,0,0,11,37455
"Jeep","Grand Cherokee 4xe Overland",2022,6118,2,"Four-wheel Drive",3.5,0,1,10,62899
"Mazda","CX-5 Grand Touring",2019,19252,2.5,"Four-wheel Drive",3,0,1,12,31900
"Cadillac","Escalade Sport",2022,23542,3,"Four-wheel Drive",5,0,1,1,106997
"Cadillac","Escalade Platinum",2019,81076,6.2,"Four-wheel Drive",3.5,0,0,11,48837
"Ford","Mustang GT",1985,63348,5,"Rear-wheel Drive",5,0,0,0,16990
"Hyundai","Kona SE",2019,46824,2,"Four-wheel Drive",2.5,0,0,5,21269
"Toyota","Camry LE",2018,19125,2.5,"Front-wheel Drive",5.5,0,1,6,22698
"Mitsubishi","Outlander ES",2022,21671,2.5,"Front-wheel Drive",3.5,0,0,8,26795
"Volkswagen","Passat 2.0T S",2021,20647,2,"Front-wheel Drive",4.5,0,1,6,23296
"BMW","750 i",2017,76452,4.4,"Rear-wheel Drive",4.5,0,0,8,33396
"Hyundai","Equus Signature",2013,154540,5,"Rear-wheel Drive",5.5,0,0,7,7999
"BMW","435 i",2015,51840,3,"Rear-wheel Drive",5.5,0,0,6,24998
"Jaguar","F-PACE 25t Premium",2019,53037,2,"Four-wheel Drive",2.5,0,1,6,23985
"Mitsubishi","Outlander Sport 2.0 SE",2021,45673,2,"Four-wheel Drive",0.5,0,1,6,20885
"Jeep","Wagoneer Series II",2022,28860,5.7,"Four-wheel Drive",3,0,1,11,61995
"Hyundai","Sonata SE",2016,73307,2.4,"Front-wheel Drive",5.5,0,0,5,15000
"Jeep","Grand Cherokee Summit",2022,10846,5.7,"Four-wheel Drive",2,0,1,7,58900
"Cadillac","XT5 Premium Luxury",2020,63996,3.6,"Front-wheel Drive",1.5,0,1,11,29860
"Chevrolet","Silverado 1500 RST",2020,66386,5.3,"Four-wheel Drive",1.5,0,0,7,38987
"Lexus","RC 350 Base",2015,88629,3.5,"Four-wheel Drive",4,1,0,6,24928
"Chevrolet","Camaro 1SS",2014,50225,6.2,"Rear-wheel Drive",4,0,0,3,27995
"Volkswagen","Tiguan 2.0T SEL",2018,70097,2,"Four-wheel Drive",4.5,0,1,11,22860
"Kia","Sedona EX",2016,104367,3.3,"Front-wheel Drive",4.5,0,0,7,16050
"Kia","K5 GT-Line",2021,47108,1.6,"Four-wheel Drive",4,1,1,11,29850
"Alfa","Romeo Stelvio Base",2021,21218,2,"Rear-wheel Drive",5,0,1,13,35797
"Honda","Accord Sport 1.5T",2022,2983,1.5,"Front-wheel Drive",3,0,1,9,31490
"Mazda","Mazda3 s Grand Touring",2014,98971,2.5,"Front-wheel Drive",4.5,0,1,9,13990
"Kia","Sorento LX",2020,37397,2.4,"Front-wheel Drive",3,0,0,6,30000
"MINI","Convertible Cooper S",2022,3249,2,"Front-wheel Drive",4.5,0,1,11,34795
"Alfa","Romeo Giulia Base",2020,17538,2,"Rear-wheel Drive",4.5,1,1,9,28988
"Cadillac","CTS 2.0L Turbo Luxury",2014,62838,2,"Four-wheel Drive",4,0,0,5,16995
"Jaguar","F-TYPE 340HP",2018,35518,3,"Rear-wheel Drive",4,0,0,9,45555
"Ford","Bronco Black Diamond",2022,6121,2.3,"Four-wheel Drive",1,0,0,7,52040
"Jeep","Renegade Latitude",2015,87998,2.4,"Front-wheel Drive",4,0,1,6,12999
"MINI","Countryman Cooper S ALL4",2018,42410,2,"Four-wheel Drive",3,1,0,8,25550
"Lexus","RX 350",2009,107140,3.5,"Front-wheel Drive",2.5,1,0,3,13888
"Volkswagen","Eurovan MV",2002,155113,2.8,"Front-wheel Drive",3,0,0,2,15995
"Honda","Civic EX-T",2016,78675,1.5,"Front-wheel Drive",5.5,0,0,9,19631
"Alfa","Romeo Giulia Ti",2019,48932,2,"Four-wheel Drive",4.5,0,0,10,27586
"MINI","Hardtop Cooper S",2019,29003,2,"Front-wheel Drive",4.5,0,0,8,22490
"Mercedes-Benz","G-Class 4MATIC",2016,73256,4,"Four-wheel Drive",4.5,1,0,9,59995
"Volkswagen","Passat 2.0T R-Line",2020,18345,2,"Front-wheel Drive",2,1,1,10,20495
"Porsche","Panamera E-Hybrid 4",2018,37787,2.9,"Four-wheel Drive",2,0,1,10,62992
"Mazda","CX-9 Carbon Edition",2023,5279,2.5,"Four-wheel Drive",3,0,1,11,40253
"Porsche","Macan Base",2022,7244,2,"Four-wheel Drive",2,0,0,7,58900
"Kia","Optima LX",2012,40180,2.4,"Front-wheel Drive",2.5,1,0,3,14000
"Kia","Stinger GT2",2021,12808,3.3,"Four-wheel Drive",2.5,0,0,10,44497
"Maserati","Levante GT",2022,6108,3,"Four-wheel Drive",3,0,1,11,74998
"Volvo","XC40 T5 R-Design",2021,28710,2,"Four-wheel Drive",3,0,1,12,37751
"Toyota","Corolla Hybrid LE",2022,26309,1.8,"Front-wheel Drive",0.5,1,1,5,22888
"Lexus","GX 460 Premium",2010,71996,4.6,"Four-wheel Drive",1.5,0,0,8,25788
"Jeep","Wrangler Rubicon",2021,15495,2,"Four-wheel Drive",3.5,0,1,6,41500
"Ford","F-150 XLT",2016,173569,5,"Four-wheel Drive",3,0,0,3,17999
"Nissan","Frontier SV",2019,32396,4,"Four-wheel Drive",8.5,0,1,6,28744
"Toyota","Tundra SR5",2021,19814,5.7,"Four-wheel Drive",2,0,1,6,48000
"Mitsubishi","Eclipse Cross ES",2022,37293,1.5,"Four-wheel Drive",2.5,0,0,4,22845
"Ford","Mustang GT Premium",2015,97670,5,"Rear-wheel Drive",5,1,0,7,26500
"Porsche","Cayenne Base",2016,104218,3.6,"Four-wheel Drive",3,0,0,6,23450
